 InvH_pty_icode, InvH_billnett
 0, 16
 0, 72
 0, 91
 0, 2527.5
 0, 104
 0, 2333.52
 0, 26
 0, 23145
 0, 11
 0, 24
 0, 90
 0, 99
 0, 5.5
 0, 678
 0, 160
 0, 1242
 0, 145
 0, 190
 0, 25
 0, 289
 0, 20
 0, 140
 0, 45
 0, 591
 0, 899.5
 0, 298.5
 0, 75
 0, 78
 0, 529.2
 0, 453
 0, 2411
 0, 1357.5
 0, 49
 0, 105.5
 0, 359
 0, 225
 0, 635
 0, 80
 0, 45
 0, 70
 0, 494
 0, 55
 0, 103
 0, 10
 0, 310
 0, 299
 0, 42
 2710, 1336.8
 0, 690.02
 0, 98
 0, 958
 0, 10
 0, 819.5
 0, 182.28
 0, 24
 0, 729
 0, 42
 0, 28
 0, 266
 0, 156
 0, 90
 0, 315
 0, 958
 0, 1053
 0, 282.5
 0, 65
 0, 89
 0, 936.88
 0, 12
 0, 50
 0, 261
 0, 52
 0, 304.78
 0, 19
 0, 151
 0, 14
 0, 95
 0, 1801.5
 0, 11.7
 0, 77.42
 0, 433
 0, 528.71
 0, 929.61
 0, 65
 0, 135
 0, 560
 0, 307
 0, 588
 0, 60
 0, 386.5
 0, 283
 0, 2510
 0, 453
 0, 49
 0, 128
 0, 3986
 0, 56
 0, 106
 0, 52
 0, 54.5
 0, 378
 0, 135
 0, 285
 0, 340.5
 0, 767.34
 0, 135
 0, 891
 0, 495
 0, 1192
 0, 50
 0, 1435.5
 0, 25
 0, 522.34
 0, 63
 0, 691
 0, 300
 0, 317
 0, 92
 0, 3225.91
 0, 1483
 0, 110
 0, 11
 0, 43.12
 0, 360
 0, 421.4
 0, 50
 0, 426
 0, 99
 0, 229
 0, 259
 0, 485.1
 0, 11
 0, 6
 0, 441.54
 0, 1173.55
 0, 664
 0, 51
 0, 505
 3071, 116.16
 0, 638.5
 0, 157
 0, 618
 0, 40
 0, 402
 0, 192
 0, 342
 0, 302
 0, 58.8
 0, 26
 0, 62
 0, 274
 0, 291
 0, 32
 0, 5
 0, 193
 0, 15
 0, 423.36
 0, 25
 0, 374
 0, 744.31
 0, 112.7
 0, 533
 0, 416.15
 0, 52
 0, 144
 0, 323.5
 0, 160
 0, 1129.5
 0, 122
 0, 44
 0, 38
 0, 418
 0, 727
 0, 175
 0, 28
 0, 2205.25
 0, 387.4
 0, 1150.75
 0, 512
 0, 20
 0, 575
 0, 762
 0, 1376
 0, 480
 0, 145
 0, 32
 0, 222
 0, 291
 0, 32
 0, 11
 0, 46
 0, 210.5
 0, 345
 0, 44
 0, 26
 0, 449
 0, 97
 0, 575
 0, 299
 0, 177
 0, 95
 0, 60
 0, 420
 0, 45
 0, 200
 0, 1336
 0, 48
 0, 222
 0, 58.8
 0, 100
 0, 83.5
 0, 98
 0, 296
 0, 22
 0, 286
 0, 505
 0, 499.5
 0, 30.37
 0, 544
 0, 1
 0, 60
 0, 912
 0, 265
 0, 124
 0, 1389
 0, 34
 0, 20
 0, 77.5
 0, 32
 0, 32
 0, 200
 0, 68
 0, 41
 0, 320
 0, 20
 0, 30
 0, 48
 0, 303.5
 0, 130
 0, 100
 0, 364
 0, 799
 0, 396
 0, 41
 0, 45
 0, 10
 0, 50
 0, 334
 0, 448.84
 0, 123
 0, 266
 0, 220
 0, 654.64
 0, 106
 0, 98
 0, 22
 0, 136
 0, 30
 0, 117
 0, 25
 0, 132
 0, 57
 0, 210
 0, 14
 0, 15
 0, 2891.39
 0, 59
 0, 22
 0, 469
 0, 28
 0, 28
 0, 33
 0, 100
 0, 868.28
 0, 659
 0, 207
 0, 116
 0, 112
 0, 16
 0, 564
 0, 19.5
 0, 125
 0, 3261.9
 0, 60
 0, 724.22
 0, 14
 0, 766.5
 0, 1116.95
 0, 177
 0, 1719.41
 0, 34
 0, 211.5
 0, 1122
 0, 85
 0, 446
 0, 59
 0, 155
 0, 22
 0, 1030
 0, 33
 0, 10
 0, 181
 0, 231.5
 0, 79
 0, 619
 0, 343.98
 0, 192
 0, 580
 0, 414
 0, 5
 0, 280.4
 0, 18
 0, 90
 0, 85
 0, 968.5
 0, 38
 0, 75
 0, 174
 0, 1436
 0, 226
 0, 135
 0, 88
 0, 396
 0, 100
 0, 52
 0, 1258
 0, 237
 0, 20
 0, 811
 0, 28
 0, 5
 0, 44
 0, 265
 0, 219
 0, 705
 0, 374.22
 0, 64
 0, 370
 0, 415
 0, 446
 0, 343
 0, 186.2
 0, 119.56
 0, 921
 0, 182.28
 0, 94
 0, 213
 0, 18
 0, 514.8
 0, 67
 0, 854
 0, 34
 0, 72
 0, 251.5
 0, 219
 0, 968.5
 0, 48
 0, 114
 0, 88
 0, 68
 0, 745.5
 0, 46
 0, 732
 0, 163
 0, 112
 0, 108
 0, 48
 0, 26
 0, 596
 0, 79.5
 0, 1443.88
 0, 369.6
 0, 52
 0, 622
 0, 82.5
 0, 10
 0, 168
 0, 84.28
 0, 781
 0, 476.5
 0, 140
 0, 1246
 0, 380
 0, 446.88
 0, 45
 0, 414
 0, 386
 0, 118
 0, 519.5
 0, 98
 0, 47
 0, 383
 0, 100
 0, 40
 0, 11
 0, 342
 0, 674
 0, 219
 0, 10
 0, 3950
 0, 1069
 0, 2068
 0, 1057
 0, 84
 0, 1008
 0, 55
 0, 198.5
 0, 97
 0, 1160.5
 0, 5
 0, 545
 0, 86
 0, 244.41
 0, 29
 0, 160
 0, 36
 0, 20
 0, 43
 0, 585
 0, 343
 0, 15
 0, 138
 0, 759.8
 0, 113
 0, 40
 0, 81
 0, 124
 0, 73
 0, 894
 0, 25
 0, 63
 0, 83
 0, 706
 0, 267
 0, 558.75
 0, 20
 0, 732
 0, 350
 0, 115
 0, 139.16
 0, 1109
 0, 518.5
 0, 565
 0, 461
 0, 121
 0, 231
 0, 640
 0, 509
 0, 292
 0, 90
 0, 895
 0, 310
 0, 1366
 0, 28
 0, 235
 0, 35
 0, 751
 0, 20
 0, 30
 0, 834
 0, 41
 0, 271
 0, 40
 0, 90
 0, 495
 0, 400
 0, 345.5
 0, 181
 0, 231
 0, 46
 0, 158.5
 0, 664
 0, 393.5
 0, 186
 0, 22
 0, 36
 0, 20
 0, 12
 0, 67
 0, 346
 0, 67.5
 0, 148
 0, 720
 0, 407.85
 0, 208
 0, 14
 0, 2978
 0, 60
 0, 922.18
 0, 441
 0, 356
 0, 212
 0, 269
 0, 14
 0, 30
 0, 713
 0, 89
 0, 780
 0, 286
 0, 2378
 0, 296.5
 0, 42
 0, 196
 0, 431.05
 0, 2236.36
 0, 1165
 0, 213
 0, 36
 0, 62
 0, 11
 0, 51
 0, 51
 0, 349
 0, 522
 0, 150
 0, 218
 0, 66
 0, 67
 0, 467
 0, 61
 0, 357
 0, 544
 0, 195.02
 0, 911
 0, 197
 0, 506
 0, 75
 0, 24
 0, 47
 0, 1110
 0, 163
 0, 145.2
 0, 169.5
 0, 45
 0, 378.5
 0, 129
 0, 414
 0, 45
 0, 84
 0, 181
 0, 264
 0, 338
 0, 280
 0, 423.5
 0, 320.5
 0, 240
 0, 852
 0, 309
 0, 44
 0, 13
 0, 74
 0, 153
 0, 2360
 0, 240
 0, 319
 0, 343
 0, 3433.95
 2716, 9620.65
 0, 186
 0, 45
 0, 463
 0, 54
 0, 25
 0, 442
 0, 217
 0, 939
 0, 15
 0, 1239
 0, 298.75
 0, 1026
 0, 110
 0, 2504.5
 0, 256.76
 0, 143.57
 0, 198
 0, 347.9
 0, 16
 0, 156
 0, 11
 0, 40
 0, 44
 0, 97
 0, 120
 0, 552
 0, 63
 0, 337.5
 0, 270.5
 0, 98
 0, 244
 0, 306
 0, 3200.45
 0, 570.3
 0, 28
 0, 18
 0, 44
 0, 164
 0, 77
 0, 13
 0, 60
 0, 41.65
 0, 95.06
 0, 1056
 0, 618.5
 0, 391.02
 0, 153
 0, 10
 0, 31.5
 0, 477
 0, 85
 0, 232.26
 0, 40.5
 0, 141
 0, 1310
 0, 50
 0, 160.72
 0, 219
 0, 452
 0, 411
 0, 1470.2
 0, 48
 0, 186
 0, 40
 0, 43
 0, 255
 0, 147
 0, 170
 0, 768
 0, 313
 0, 18
 0, 364
 0, 680.62
 0, 342.5
 0, 369
 0, 38
 0, 365.31
 0, 541
 0, 609.4
 0, 394
 0, 381.15
 0, 744.35
 0, 279
 0, 208
 0, 168
 0, 819
 0, 74
 0, 104
 0, 153
 0, 773
 0, 153
 0, 1140.5
 0, 214
 0, 443
 0, 262
 0, 42
 0, 168
 0, 90
 0, 10.5
 0, 63
 0, 611.5
 0, 43
 0, 1021.68
 0, 145
 0, 227
 0, 28
 0, 147
 0, 171
 0, 67
 0, 79
 0, 20
 0, 106
 0, 378.5
 0, 303
 0, 31
 0, 625.5
 0, 73
 0, 50
 0, 10
 0, 48
 0, 52
 0, 164
 0, 72
 0, 570
 0, 393
 0, 786
 0, 1450
 0, 104
 0, 55
 0, 670.5
 0, 207
 0, 39.5
 0, 11
 0, 140
 0, 47
 0, 527
 0, 326.5
 0, 55
 0, 185
 0, 232
 0, 41
 0, 73.5
 0, 220
 0, 398.86
 0, 83
 0, 258
 0, 520
 0, 200
 0, 684
 0, 2723
 0, 740
 0, 81
 0, 68
 0, 2899
 0, 359.5
 0, 117
 0, 146
 0, 15
 0, 617
 0, 182
 0, 295
 0, 354
 0, 333
 0, 724.5
 0, 123
 0, 240
 0, 20
 0, 1021
 0, 1046
 0, 420
 0, 473.75
 0, 168
 0, 64
 0, 75
 0, 214
 0, 88
 0, 1356.32
 0, 22
 0, 396
 0, 110
 0, 216
 0, 367
 0, 310.5
 0, 228
 0, 406
 0, 1436.68
 0, 190
 0, 187
 0, 18
 0, 375
 0, 531
 0, 27
 0, 27
 0, 739
 0, 183
 0, 1621
 0, 28
 0, 150
 0, 303.75
 0, 130
 0, 11
 0, 296.6
 0, 153.5
 0, 33
 0, 80
 0, 654
 0, 20
 0, 92
 0, 349
 0, 244
 0, 806.5
 0, 472
 0, 35.5
 0, 36
 0, 64
 0, 125
 0, 182
 0, 40
 0, 12
 0, 908.5
 0, 253
 0, 96
 0, 781.5
 0, 916.95
 0, 34
 0, 28
 0, 24
 0, 569
 0, 13
 0, 238
 0, 432.75
 0, 32
 0, 7958.35
 0, 769
 0, 848.5
 0, 2072.8
 0, 426.5
 0, 336
 0, 220
 0, 1341.5
 0, 66
 0, 38
 0, 519
 0, 1584.32
 0, 256.5
 0, 17
 0, 912
 0, 1334
 0, 340
 0, 562
 0, 238
 0, 35
 0, 331.5
 0, 85
 0, 701.5
 0, 18
 0, 1039
 0, 112
 0, 2454.2
 0, 205
 0, 781
 0, 376.5
 0, 90
 0, 376.5
 0, 761.5
 0, 96
 0, 84
 0, 308.88
 0, 222
 0, 1624.5
 0, 450
 0, 20
 0, 35
 0, 155
 0, 541.5
 0, 202
 0, 158
 0, 20
 0, 1572.9
 0, 314
 0, 21
 0, 6
 0, 44
 0, 59
 0, 434.55
 0, 41
 0, 25
 0, 281.5
 0, 432
 0, 57
 0, 350
 3060, 3192
 0, 44
 0, 1189.4
 0, 164
 0, 189
 0, 238
 0, 326
 0, 100
 0, 41.15
 0, 362
 0, 685
 0, 949
 0, 64
 0, 76
 0, 1537
 0, 61
 0, 100
 0, 180
 0, 90
 0, 110
 0, 13
 0, 53.9
 0, 191.5
 0, 58
 0, 156
 0, 17
 0, 334
 0, 5
 0, 18
 0, 78
 0, 60
 0, 444
 0, 224
 0, 122
 0, 2969.15
 0, 4485.06
 0, 150
 0, 192
 0, 246
 0, 14
 0, 95
 0, 137.2
 0, 1410
 0, 53
 0, 170
 0, 1275.96
 0, 1083
 0, 397
 0, 354
 0, 56
 0, 1656.5
 0, 4
 0, 288
 0, 193
 0, 396
 0, 17
 0, 221
 0, 10.5
 0, 20
 0, 958.5
 0, 5.4
 0, 117
 0, 31.5
 0, 156.8
 0, 72
 0, 55
 0, 420
 0, 235.5
 0, 47.5
 0, 20
 0, 36
 0, 50
 0, 198
 0, 267
 0, 100
 0, 183
 0, 44
 0, 1554.26
 0, 433.25
 0, 328.5
 0, 270
 0, 452.27
 0, 16
 0, 89.5
 0, 6
 0, 14
 0, 47.5
 0, 138
 0, 199
 0, 76
 0, 10
 0, 456.68
 0, 22
 0, 27.44
 0, 501.44
 0, 12
 0, 22
 0, 300
 0, 130
 0, 190
 0, 10
 0, 170
 0, 682.08
 0, 35
 0, 69
 0, 25
 0, 21
 0, 22
 0, 2
 0, 21.5
 0, 72
 0, 189
 0, 88
 0, 75
 0, 49.5
 0, 1098.58
 0, 2421
 0, 35
 0, 210.5
 3061, 324.9
 0, 8
 0, 336
 0, 141
 0, 300
 0, 76
 0, 70
 0, 100
 0, 23
 2707, 898
 2707, 44
 0, 39
 0, 22
 0, 346
 0, 91
 0, 1826.14
 0, 1740.5
 0, 135
 0, 75
 0, 187
 0, 12
 0, 1649.05
 0, 40
 0, 180
 0, 843
 0, 331
 0, 89
 0, 36
 0, 300.46
 0, 36
 0, 180
 0, 22
 0, 102
 0, 379.5
 0, 1229
 0, 100
 0, 59
 0, 519
 0, 61
 0, 1241.17
 0, 2
 0, 30
 0, 44
 0, 55
 0, 68
 0, 40
 0, 380
 0, 128.38
 0, 377
 0, 61992.25
 0, 75
 0, 944.53
 0, 357
 0, 60
 0, 86
 0, 312.62
 0, 60
 0, 265
 0, 485
 0, 196
 0, 34
 0, 194
 0, 15
 0, 817
 0, 22
 0, 3
 0, 42
 0, 35
 0, 288
 0, 390
 0, 473
 0, 250
 0, 400
 0, 55.5
 0, 1122
 0, 2
 0, 255
 0, 2392
 0, 116.5
 0, 994
 0, 272
 0, 7
 0, 384
 0, 45
 0, 54
 0, 60
 0, 36
 0, 1034.25
 0, 965.5
 0, 6
 0, 17
 0, 64.68
 0, 957
 0, 5
 0, 367
 0, 292.5
 0, 36
 0, 687
 0, 97.51
 0, 249.3
 0, 244
 0, 4606.9
 0, 869
 0, 42
 0, 3
 0, 82
 0, 3
 0, 790
 0, 103.88
 0, 106
 0, 353
 0, 220.5
 0, 1145.92
 0, 474.32
 0, 335
 0, 643
 0, 44
 0, 16
 0, 18
 0, 567
 0, 2279
 0, 151
 0, 11
 0, 344.35
 0, 334
 0, 315
 0, 369
 0, 200
 0, 3652.65
 0, 757
 0, 502
 0, 50
 0, 356.5
 0, 208
 0, 660.5
 0, 796
 0, 592.86
 0, 491
 0, 396
 0, 174
 0, 296
 0, 346
 0, 153
 0, 49
 0, 1173
 0, 771
 0, 7
 0, 2052.5
 0, 75
 0, 90
 0, 123
 0, 45
 0, 67
 0, 125
 0, 119
 0, 173.95
 0, 71
 0, 196.98
 0, 40
 0, 40
 0, 20
 0, 1347
 0, 242
 0, 1638
 0, 150
 0, 5215
 0, 389.55
 0, 32
 0, 27
 0, 70.5
 0, 10
 0, 49
 0, 580.5
 0, 577.5
 0, 230.79
 0, 677
 0, 84
 0, 177
 0, 165
 0, 304
 0, 15
 0, 40
 0, 1554
 0, 1134
 0, 1926
 0, 370
 0, 30
 0, 1100
 0, 162
 0, 1000
 0, 50
 0, 946
 0, 1881
 0, 313
 0, 1396.5
 0, 755
 0, 598
 0, 203.5
 0, 102
 0, 289
 0, 113
 0, 266.5
 0, 5176
 0, 174
 0, 303.5
 0, 225
 0, 112.7
 0, 1720.88
 0, 399
 0, 58.31
 0, 966.28
 0, 97.02
 0, 120
 0, 22
 0, 181.5
 0, 240
 0, 30
 0, 629.01
 0, 175.5
 0, 622
 0, 82
 0, 126.6
 0, 613
 0, 40
 0, 10
 0, 834
 0, 865
 0, 179
 0, 1122
 0, 11
 0, 416
 0, 22
 0, 494
 0, 817
 0, 14
 0, 12
 0, 79
 0, 67
 0, 12
 0, 678
 0, 202
 0, 320
 0, 35
 0, 35
 0, 447.86
 0, 582
 0, 2179
 0, 350
 0, 2531.5
 0, 17
 0, 145
 0, 195
 0, 40
 0, 348
 0, 11
 0, 78
 0, 1303
 0, 263
 0, 451
 0, 121
 0, 1809
 0, 77
 0, 80
 0, 1732
 0, 50
 0, 315.5
 0, 82.5
 0, 27
 0, 1516.04
 0, 125
 0, 160
 0, 135
 0, 844
 0, 70
 0, 779.45
 0, 6.3
 0, 220
 0, 137
 0, 1877.5
 0, 25
 0, 34
 0, 26
 0, 1033.5
 0, 850
 0, 1
 0, 365.75
 0, 22
 0, 616.5
 0, 13
 0, 141
 0, 340.8
 0, 56
 0, 2181.5
 0, 99
 0, 6
 0, 988
 0, 342
 0, 44
 0, 461
 0, 665.5
 0, 435.6
 0, 718
 0, 158
 0, 55
 0, 30
 0, 115
 0, 198
 0, 140
 0, 110
 0, 108
 0, 85
 0, 85
 0, 15
 0, 60
 0, 30
 0, 22
 0, 18
 0, 122
 0, 115
 0, 1393.5
 0, 10
 0, 522.34
 0, 30
 0, 1360.75
 0, 682.5
 0, 98
 0, 40
 0, 609
 0, 30
 0, 10
 0, 189.63
 0, 362
 0, 58
 2721, 1347
 0, 185
 0, 718
 0, 1771.75
 0, 602
 0, 907
 0, 1065.26
 0, 91
 0, 715.4
 0, 1916
 0, 55.5
 0, 123
 0, 175.4
 0, 245
 0, 20
 0, 302
 0, 2747.7
 0, 109
 0, 6
 0, 43
 0, 78
 0, 50
 0, 21
 0, 455.75
 0, 433
 0, 901
 0, 52
 0, 207
 0, 97
 0, 98.98
 0, 549
 0, 35
 0, 155
 0, 178
 0, 45
 0, 6
 0, 60
 0, 30
 0, 133
 0, 173
 0, 8
 0, 855
 0, 82
 0, 99
 0, 69
 0, 1595
 0, 455
 0, 290
 0, 18
 0, 110
 0, 1573.1
 0, 116
 0, 185
 0, 20
 0, 22
 0, 45
 0, 190
 0, 794
 0, 40
 0, 139
 0, 40
 0, 140
 0, 6
 0, 667.38
 0, 77.42
 0, 168
 0, 416
 0, 16
 0, 237
 0, 5.5
 0, 13
 0, 200
 3071, 294
 0, 105
 0, 50
 0, 37
 0, 1
 0, 118
 0, 88
 0, 18
 0, 74.48
 0, 21.56
 0, 192.08
 0, 206
 0, 33
 0, 209
 0, 656.6
 0, 1333
 0, 18
 0, 161.37
 0, 52
 0, 6
 0, 47
 0, 60
 0, 44
 0, 763.5
 0, 880
 0, 64
 0, 40
 0, 28
 0, 97
 0, 240.74
 0, 119
 0, 1502
 0, 59
 0, 116
 0, 62
 0, 212.17
 0, 58
 0, 763
 0, 72
 0, 55
 0, 3
 0, 581.5
 0, 61
 0, 66
 0, 290
 0, 360
 0, 682
 0, 6
 0, 15
 0, 18
 0, 30
 0, 71.54
 0, 6
 0, 106.15
 0, 110
 0, 149
 0, 134.5
 0, 237.5
 0, 466
 0, 5.5
 0, 5
 0, 819
 0, 20
 0, 748
 0, 20
 0, 809
 0, 150
 0, 16
 0, 116
 0, 239
 0, 20
 0, 372
 0, 563.5
 0, 1631
 0, 87
 0, 152
 0, 13
 0, 103
 0, 505
 0, 124
 0, 3253
 0, 9.8
 0, 297
 0, 294
 0, 6
 0, 28
 0, 801.5
 0, 84.28
 0, 44
 0, 44
 0, 242
 0, 100
 0, 524
 0, 126
 0, 292.04
 0, 93
 0, 313.6
 0, 439
 0, 850
 0, 126
 0, 194
 0, 852
 0, 276
 0, 4052
 0, 2
 0, 18
 0, 417
 0, 396
 0, 113
 0, 495.9
 0, 20
 0, 934.92
 0, 498
 0, 164
 0, 50
 0, 278
 0, 310.5
 0, 18
 0, 5
 0, 87
 0, 72
 0, 197
 0, 79
 0, 135
 0, 68
 0, 1304
 0, 994
 0, 818
 0, 137
 0, 91
 0, 50
 0, 53
 0, 2016.84
 0, 160
 0, 24
 0, 30
 0, 17
 0, 50
 0, 175.42
 0, 72
 0, 22
 0, 112
 0, 20
 0, 237
 0, 1790.46
 0, 100
 0, 292
 0, 213
 0, 249
 0, 196
 0, 546.84
 0, 241
 0, 91
 2703, 554.4
 0, 72
 0, 360
 0, 71.54
 0, 1154.5
 0, 143
 0, 45.57
 0, 398
 0, 162
 0, 1126.5
 0, 664.5
 0, 351
 0, 157
 0, 213
 0, 708.37
 0, 118
 0, 460
 0, 386
 0, 33
 0, 524
 0, 305
 0, 5666.5
 0, 137
 0, 15
 0, 257
 0, 108
 0, 425
 0, 298
 0, 1992.5
 0, 213.64
 0, 58
 0, 70
 0, 60
 0, 161
 0, 81
 0, 26
 0, 47.5
 0, 18
 0, 97
 0, 42
 0, 139
 0, 912
 0, 411
 0, 974.5
 0, 46
 0, 114
 0, 494
 0, 222
 0, 195
 0, 40
 0, 673
 0, 244
 0, 411.6
 0, 697
 0, 27
 0, 98.5
 0, 227
 0, 13
 0, 11
 0, 291
 0, 117
 0, 261.5
 0, 145
 0, 10
 0, 33
 0, 955.3
 0, 335
 0, 201
 0, 1421
 0, 32
 0, 425
 0, 233
 0, 22
 0, 199
 0, 56.84
 0, 36
 0, 249
 0, 30
 0, 207
 0, 427
 0, 4
 0, 33
 0, 1839.56
 0, 882.5
 0, 246
 0, 655
 0, 1360.5
 0, 375
 0, 100
 0, 103
 0, 256.5
 0, 325
 0, 37
 0, 1357.25
 0, 577
 0, 349.5
 0, 110
 0, 72
 0, 372
 0, 300
 0, 118
 0, 412
 0, 10
 0, 343
 0, 285
 0, 205
 0, 396
 0, 83
 0, 633
 0, 22
 0, 485
 0, 13
 0, 0.2
 0, 1061.28
 0, 20
 0, 166
 0, 190
 0, 31
 0, 24
 0, 227
 0, 111
 0, 100
 0, 11
 0, 269.99
 0, 143.5
 0, 526
 0, 245
 0, 218
 0, 145
 0, 587
 0, 1729
 0, 24
 0, 191
 0, 30
 0, 38
 0, 190
 0, 150
 0, 16
 0, 55
 0, 480
 0, 300
 0, 162
 0, 86
 0, 2556.67
 0, 20
 0, 566
 0, 651
 0, 525
 0, 402.85
 0, 582
 0, 110
 0, 163
 0, 354
 0, 1072
 0, 100
 0, 56
 0, 82
 3074, 293.55
 0, 331
 0, 179
 0, 32
 0, 1044
 0, 1015
 0, 279.5
 0, 290
 0, 2430.85
 0, 33
 0, 6
 0, 216
 0, 153
 0, 1970.88
 0, 247
 0, 143
 0, 10
 0, 233.5
 0, 60
 0, 174.5
 0, 44
 0, 60
 0, 22
 0, 229
 0, 855
 0, 34
 0, 143.15
 0, 317
 2716, 16328.15
 0, 201
 0, 76
 0, 730
 0, 342
 0, 43
 0, 169
 0, 822.5
 0, 140
 0, 436
 0, 143
 0, 362
 0, 15
 0, 519.8
 0, 258
 0, 432
 0, 42
 0, 1498.35
 0, 42
 0, 99
 0, 499
 0, 628.5
 0, 833.5
 0, 73
 0, 20
 0, 128
 0, 358
 0, 273
 0, 3233.51
 0, 80
 0, 186
 0, 546
 0, 111
 0, 174.5
 0, 77
 0, 344
 0, 106
 0, 12.5
 0, 57
 0, 203.84
 0, 75
 0, 2108.96
 0, 14
 0, 1842
 0, 25
 0, 4
 0, 579
 0, 296.5
 0, 499
 0, 17
 0, 66
 0, 155
 0, 563
 0, 60
 0, 345
 0, 212
 0, 132
 0, 427
 0, 1619
 0, 142
 0, 262
 0, 1176.5
 0, 326
 0, 135.24
 0, 64
 0, 83
 0, 472
 0, 355
 0, 251
 0, 1222
 0, 215
 0, 221
 0, 649
 0, 1526
 0, 935.5
 0, 1169
 0, 100.45
 0, 419
 0, 15
 0, 303.8
 3074, 576
 0, 196
 0, 89
 0, 48
 0, 40
 0, 571
 0, 50
 0, 0.5
 0, 67
 0, 100
 0, 130
 0, 451.78
 0, 2322.45
 0, 444
 0, 70
 0, 355.25
 0, 125
 0, 11
 0, 36.2
 0, 10
 0, 1613.19
 0, 64
 0, 367
 0, 115
 0, 209
 0, 33
 0, 1016.46
 0, 76
 0, 794.5
 0, 105.84
 0, 275
 0, 72
 0, 90
 0, 426
 0, 35
 0, 1334.75
 0, 107
 0, 70
 0, 2451.95
 0, 135
 0, 6
 0, 140.4
 0, 200
 0, 80
 0, 33
 0, 51
 0, 48
 0, 244
 0, 407.4
 0, 740.05
 0, 191.1
 0, 621.5
 0, 100
 0, 30
 0, 116
 0, 125
 0, 812
 0, 30
 0, 465.5
 0, 45.5
 0, 680
 0, 758
 0, 12
 0, 48
 0, 198
 0, 32
 0, 156
 0, 1749
 0, 48
 0, 100.59
 0, 32
 0, 62.5
 0, 176
 0, 47
 0, 256
 0, 20
 0, 78
 0, 235
 0, 60
 0, 109
 0, 284.5
 0, 114
 0, 117
 0, 193
 0, 50
 0, 541.5
 0, 115
 0, 457
 0, 1164.24
 0, 275
 0, 2276.05
 0, 1468.5
 0, 414
 0, 71
 0, 99
 0, 614.95
 0, 443
 0, 674
 0, 657.5
 0, 31
 0, 1343.85
 0, 50
 0, 32
 0, 320
 0, 101
 0, 362
 0, 641.5
 0, 1145
 0, 31
 0, 26
 0, 372
 0, 292
 0, 124
 0, 65
 0, 201
 0, 663
 0, 120
 0, 884.5
 0, 225
 0, 1282
 0, 114
 0, 1530
 0, 126
 0, 32
 0, 245
 0, 210.7
 0, 26.5
 0, 18
 0, 104
 0, 616.75
 0, 665.5
 0, 1061
 0, 151
 0, 634
 0, 59
 0, 449
 0, 91
 0, 180.5
 0, 30
 0, 322
 0, 181
 0, 491
 0, 5206.85
 0, 75
 0, 99.5
 0, 190
 0, 0.5
 0, 236
 0, 1315
 0, 110
 0, 128
 0, 66
 0, 162
 0, 16
 0, 229
 0, 42
 0, 39
 0, 115.64
 0, 50
 0, 1290
 0, 225
 0, 584
 0, 123
 0, 583
 0, 559
 0, 572
 0, 107
 0, 28
 0, 1737.5
 0, 298
 0, 66
 0, 325
 0, 217.56
 0, 330
 0, 386
 0, 30
 0, 292
 0, 66
 0, 147
 0, 729
 0, 61
 0, 283
 0, 262.64
 0, 330
 0, 38
 0, 38
 0, 2953
 0, 131
 0, 225
 0, 152
 0, 30
 0, 22
 0, 369
 0, 282
 0, 565
 0, 326
 0, 49.5
 0, 460.5
 0, 169
 0, 22
 0, 1367
 0, 75
 0, 84
 0, 230
 0, 62
 0, 2107.95
 0, 805
 0, 257
 0, 25
 0, 80
 3071, 525
 0, 20
 0, 207
 0, 16
 0, 1014.5
 0, 454
 0, 3032.5
 0, 30
 0, 187
 0, 954
 0, 717
 0, 150
 0, 400.82
 0, 11
 0, 41
 0, 25
 0, 755.75
 0, 250
 0, 1190
 0, 75
 0, 245
 0, 35
 0, 17
 0, 278
 0, 387
 0, 1528
 0, 181
 0, 87.37
 0, 76
 0, 322
 0, 199
 0, 174
 0, 33
 0, 439
 0, 145
 0, 23
 0, 524
 0, 345
 0, 233
 0, 138
 0, 893.47
 0, 929.04
 0, 12.5
 0, 17
 0, 202
 0, 238
 0, 1183
 0, 40
 0, 287.5
 0, 20
 0, 318
 3061, 159.6
 0, 1517
 0, 180
 0, 98
 0, 293
 0, 104
 0, 342
 0, 195
 0, 148
 0, 194.5
 0, 5.4
 3061, 79.8
 0, 2670.6
 0, 150
 0, 185.5
 0, 505
 0, 545.48
 0, 66
 0, 667.87
 0, 135
 0, 1006.7
 0, 335
 0, 163.17
 0, 763.75
 0, 31.5
 0, 44
 0, 448.84
 0, 112
 0, 89
 0, 535.75
 0, 609
 0, 773
 0, 83.3
 0, 2354.5
 0, 1176.75
 0, 44
 0, 519
 0, 10
 0, 709
 0, 110
 0, 495
 0, 160
 0, 12
 0, 1571
 0, 42
 0, 443
 0, 3419.5
 0, 528
 0, 2064
 0, 1320
 0, 298.5
 0, 400
 0, 1045.5
 0, 92
 0, 62
 0, 5315.27
 0, 674.37
 0, 366.5
 0, 1189
 0, 270
 0, 425
 0, 1541.25
 0, 344.5
 0, 158
 0, 343
 0, 216
 0, 1121
 0, 3
 0, 31.5
 0, 1164
 0, 65
 2703, 917
 0, 476.7
 0, 127
 0, 744.8
 0, 25
 0, 624.5
 0, 713.75
 0, 95
 0, 21
 0, 234.5
 0, 933.5
 0, 480
 0, 975
 0, 55
 0, 110
 0, 20
 0, 67
 0, 1617.66
