 InvH_pty_icode, InvH_billnett
 0, 14
 0, 102
 0, 976.57
 0, 75
 0, 125
 0, 926.5
 0, 856
 0, 424
 0, 30
 0, 67.5
 0, 20
 0, 154
 0, 52
 0, 22
 0, 870
 0, 294.49
 0, 138
 0, 234
 0, 278
 0, 655
 0, 1050.5
 0, 411
 0, 466
 0, 512
 0, 853
 0, 357
 0, 213.5
 0, 103
 0, 85
 0, 113
 0, 300
 0, 419
 0, 364
 0, 1110
 0, 159.45
 0, 237
 0, 41
 2721, 1616.3
 0, 315
 0, 180.32
 0, 110
 0, 76
 0, 86
 0, 75
 0, 70
 0, 16.66
 0, 18
 0, 94
 0, 1351.42
 0, 88
 0, 656
 0, 43
 0, 572
 0, 287
 0, 442
 0, 1373.15
 0, 275
 0, 1444
 0, 71
 0, 181
 0, 71
 0, 18
 0, 46
 0, 52.92
 0, 965
 0, 446
 0, 310
 0, 60
 0, 182
 0, 550
 0, 72
 0, 46
 0, 374
 0, 1044
 0, 375.5
 0, 889
 0, 89
 0, 385
 0, 43
 0, 113
 0, 135
 0, 111
 0, 270
 0, 112
 0, 52.75
 0, 40
 0, 75
 0, 35
 0, 5
 0, 264
 0, 14
 0, 225
 0, 73
 0, 38
 0, 375
 0, 433
 0, 159.75
 0, 22
 0, 205.5
 0, 62
 0, 220
 0, 27
 0, 20
 0, 176.5
 0, 2901
 0, 16.5
 0, 172
 0, 122
 0, 549
 0, 77
 0, 40
 0, 2760.95
 0, 15.5
 0, 420
 0, 94
 0, 2263.5
 0, 65
 0, 49
 0, 40
 0, 23
 0, 14
 0, 964
 0, 332
 0, 417
 0, 12
 0, 871
 0, 596
 0, 46
 0, 44
 0, 68
 3074, 218.5
 0, 1855
 0, 216
 0, 229.32
 0, 201.1
 0, 67
 0, 340
 0, 500
 0, 230
 0, 10
 0, 35
 0, 54
 0, 268
 0, 20
 0, 92
 0, 60
 0, 899.5
 0, 153
 0, 478.5
 0, 43
 0, 711
 0, 16
 0, 487
 0, 4975.5
 0, 879
 0, 185
 0, 39.5
 0, 784
 0, 86
 0, 33
 0, 435
 0, 11
 0, 180
 3061, 4056.5
 0, 1191
 0, 37
 0, 170
 0, 568
 0, 224
 0, 12
 0, 105
 0, 90
 0, 65
 0, 40
 0, 62
 0, 250
 0, 50
 0, 54
 0, 1528
 0, 161
 0, 60
 0, 21
 0, 580
 0, 104
 0, 2916
 0, 1330
 0, 1303
 0, 415
 0, 61
 0, 80
 0, 287.14
 0, 20
 0, 49.6
 0, 200
 0, 110
 0, 1730
 0, 90
 0, 100
 0, 425
 0, 245
 0, 142
 0, 36.5
 0, 1815
 0, 30
 0, 99
 0, 3121.63
 0, 698
 0, 45
 0, 925
 0, 15
 0, 60
 0, 304
 0, 68
 0, 2451
 0, 45
 0, 67
 0, 22
 0, 85
 0, 316
 0, 310
 0, 64
 0, 18
 0, 221.5
 0, 41
 0, 15
 0, 2101.3
 0, 300
 0, 341
 0, 369
 0, 390
 0, 1257.34
 0, 87
 0, 39.2
 0, 150
 0, 46
 0, 20
 0, 33
 0, 240
 0, 81
 0, 172
 0, 670
 0, 309
 0, 479
 0, 20
 0, 60
 0, 330
 0, 210.7
 0, 468
 0, 530
 0, 85
 0, 2069
 0, 115
 0, 74
 0, 244.5
 0, 671.5
 0, 130
 0, 5.5
 0, 1951
 0, 535.4
 0, 167
 0, 571
 0, 1202
 0, 179
 0, 233
 0, 20
 0, 263
 0, 76
 0, 209
 0, 11.5
 0, 5
 0, 10
 0, 43
 0, 25
 0, 285
 0, 47
 0, 2269
 0, 344.5
 0, 11.5
 0, 2
 0, 126
 0, 234
 0, 151
 0, 387
 0, 271
 0, 60
 0, 83.5
 0, 553.5
 0, 743
 0, 61
 0, 425
 0, 100
 0, 76
 0, 1122
 0, 36
 0, 30
 0, 1372
 0, 72
 0, 112
 0, 82
 0, 55
 0, 387.09
 0, 44
 0, 147
 0, 9.5
 0, 145
 0, 496
 0, 98
 0, 223
 0, 162
 0, 63
 0, 212
 0, 746
 0, 164
 0, 91
 0, 210.75
 0, 1112
 0, 175
 0, 50
 0, 280
 0, 141
 0, 15
 0, 234.5
 0, 17
 0, 181
 0, 483
 3061, 235.6
 0, 310
 0, 133
 0, 85
 0, 43
 0, 494.5
 0, 734.9
 0, 462.56
 0, 69
 0, 99
 0, 258.5
 0, 95
 0, 58
 0, 15
 0, 219
 0, 606.9
 0, 382
 0, 270
 0, 349
 0, 1934.5
 0, 933
 0, 809.5
 0, 162
 0, 954
 0, 11
 0, 550
 0, 281.26
 0, 287
 0, 426
 0, 328
 0, 44
 0, 185
 0, 166
 0, 2009.25
 0, 37
 0, 31
 0, 762
 0, 434
 0, 3034.32
 0, 506
 0, 115
 0, 300
 0, 86
 0, 236
 0, 1033
 0, 385
 0, 54
 0, 364
 0, 1362
 0, 95
 0, 213
 0, 197.47
 0, 25
 0, 21
 0, 51
 0, 117
 0, 57
 0, 78.4
 0, 734
 0, 370
 0, 848
 0, 2905.94
 0, 933
 0, 20
 0, 81
 0, 42
 0, 200
 0, 492.5
 0, 843.75
 0, 529
 0, 740.5
 0, 100.5
 0, 610
 0, 99
 0, 154
 0, 99.5
 0, 457
 0, 230.5
 0, 267
 0, 44
 0, 40.56
 0, 245
 0, 1822
 0, 500
 0, 159
 0, 660.5
 0, 519
 0, 20
 0, 112
 0, 32
 0, 497
 0, 539.5
 0, 705
 0, 1
 0, 142
 0, 55
 0, 438.5
 0, 1377.5
 0, 128
 0, 10
 0, 300
 0, 1235
 0, 312
 0, 178.85
 0, 1018
 0, 79
 0, 441
 0, 55
 0, 97
 0, 209
 0, 59
 0, 105.64
 0, 1492.84
 0, 4.34
 0, 162
 0, 152
 0, 80
 0, 18
 0, 384
 0, 145.3
 0, 394.5
 0, 2400.5
 0, 1039.5
 0, 137
 0, 194
 0, 428.5
 0, 1668.25
 0, 15
 0, 635
 0, 32
 0, 60
 0, 22
 0, 382
 0, 11.5
 0, 17
 0, 39
 0, 511
 0, 315
 0, 1700.5
 0, 301
 0, 108
 0, 14
 0, 772.5
 0, 150
 0, 1541.39
 0, 14
 0, 91
 0, 48
 0, 44
 0, 865
 0, 290
 0, 25
 0, 666
 0, 282
 0, 171
 0, 92
 0, 138.5
 0, 44
 0, 910.8
 0, 125
 0, 1754
 0, 1915.65
 0, 551
 0, 271
 0, 90
 0, 109
 0, 674
 0, 619.51
 0, 664
 0, 506
 0, 902.5
 0, 1250
 0, 88
 0, 483
 0, 182
 0, 83
 0, 223
 0, 20
 0, 12
 0, 319
 0, 20
 0, 172
 0, 25
 0, 30
 0, 434.5
 0, 371.4
 0, 304
 0, 55
 0, 1483
 0, 369
 0, 64
 0, 70
 0, 88
 0, 501.75
 0, 269
 0, 23
 0, 749
 0, 16.5
 0, 98
 0, 83
 0, 67
 0, 189
 0, 467
 0, 266
 0, 8
 0, 44
 0, 80
 0, 5
 0, 600
 0, 1064
 0, 180
 0, 13
 0, 291.5
 0, 2093.5
 0, 964
 0, 90
 0, 325
 0, 261
 0, 110
 0, 1479.5
 0, 10
 0, 634
 0, 69
 0, 66
 0, 301
 0, 50
 0, 81
 0, 375
 0, 203
 0, 115
 0, 34
 0, 758.52
 0, 324.5
 0, 1122
 0, 9
 0, 505
 0, 987
 0, 100
 0, 4558.35
 0, 160
 0, 300
 0, 76
 0, 145.5
 0, 790
 0, 255
 0, 4279.5
 0, 35
 0, 30
 0, 109.5
 0, 235
 0, 85
 0, 96
 0, 84
 0, 20
 0, 379
 0, 435
 0, 465
 0, 182.5
 0, 14
 0, 222
 0, 2028.9
 0, 274
 0, 246
 0, 1134
 0, 140.5
 0, 102
 0, 305
 0, 129
 0, 159
 0, 1057.25
 0, 338
 0, 40
 0, 1359
 0, 361
 0, 28
 0, 471
 0, 40
 0, 1063.25
 0, 18.5
 0, 197
 0, 422
 0, 285
 0, 685
 0, 839
 0, 2751.5
 0, 646
 0, 18
 0, 10
 0, 246
 0, 135
 0, 107
 0, 220
 0, 199
 0, 2247.17
 0, 514
 0, 482.5
 0, 10
 0, 102
 0, 199
 0, 273.91
 0, 847
 0, 311
 0, 107
 0, 1076
 0, 1711.25
 0, 142
 0, 1172.08
 0, 111
 0, 1332
 0, 1252
 0, 57
 0, 1110.5
 0, 2250
 2703, 290.4
 0, 2
 0, 190
 0, 28.5
 0, 72
 0, 667
 0, 25.5
 0, 300
 0, 20
 0, 145.95
 0, 37
 0, 636.3
 0, 1162.66
 0, 20
 0, 90
 0, 65
 0, 32
 0, 508
 0, 80
 0, 40
 0, 20
 0, 686.07
 0, 20
 0, 10
 0, 2831
 0, 27
 0, 48
 0, 68
 0, 333
 0, 42
 0, 40
 0, 646.8
 0, 48
 3067, 171
 0, 369
 3071, 200
 0, 10
 0, 0.04
 0, 10
 0, 64
 0, 11
 0, 104
 0, 161
 0, 507
 0, 1985
 0, 249
 0, 173
 0, 81
 0, 50
 0, 5.5
 0, 296
 0, 135
 0, 21
 0, 1332.75
 0, 285
 0, 243
 0, 60
 0, 10
 0, 1050
 0, 136
 0, 20
 0, 25
 0, 3
 0, 32
 0, 82.5
 0, 231.28
 0, 5.5
 0, 6
 0, 1762.81
 0, 437.5
 0, 32.34
 0, 73
 0, 31
 0, 816
 0, 9.8
 0, 148.96
 3061, 177.65
 0, 611.48
 0, 332
 0, 344
 0, 386
 0, 107
 0, 693.5
 0, 158
 0, 360
 0, 145
 0, 212.66
 0, 12
 0, 33.5
 0, 34
 0, 23
 0, 44
 0, 263.6
 0, 995.56
 0, 102
 0, 120.16
 0, 71.05
 0, 408
 0, 14
 0, 145
 0, 99
 0, 120
 0, 85.26
 0, 95
 0, 883
 0, 48
 0, 15
 0, 1385.72
 0, 312
 0, 168.56
 0, 90
 0, 69
 0, 18
 0, 25
 0, 90
 0, 22
 0, 40
 0, 133.5
 0, 10
 0, 348
 0, 53
 0, 14
 0, 82.32
 0, 85
 0, 51
 0, 167
 0, 20
 0, 16.5
 0, 223
 0, 12
 0, 565
 0, 2051
 0, 380
 0, 199.84
 0, 184
 0, 1978.6
 0, 1445.4
 0, 766.5
 0, 23
 0, 603.5
 0, 139
 0, 592
 0, 583
 0, 118
 0, 241
 0, 11
 0, 50
 0, 17
 0, 926
 0, 153
 0, 48
 0, 6
 0, 1286
 0, 294.5
 0, 414
 0, 56
 0, 201
 0, 2946.37
 0, 989.8
 0, 1681
 0, 99
 0, 30
 0, 493
 0, 33
 0, 44
 0, 216
 0, 198.5
 0, 337
 0, 17
 0, 22
 0, 22
 0, 26
 0, 189
 0, 803
 0, 375
 0, 314
 0, 8
 0, 150
 0, 627.2
 0, 49
 0, 68
 0, 1822.5
 0, 103
 0, 124
 0, 13
 0, 592
 0, 521.85
 0, 140
 0, 16
 0, 465.5
 0, 16.5
 0, 234
 0, 989
 0, 1960.7
 0, 570
 0, 3
 0, 21
 0, 623.2
 0, 219.5
 0, 898
 0, 48
 0, 150
 0, 348
 0, 207
 0, 966
 0, 1127
 0, 17
 0, 685
 0, 410
 0, 274
 2710, 2118.72
 0, 29
 0, 44
 0, 49
 0, 73.5
 3039, 323
 0, 10
 0, 168.07
 0, 67
 0, 520
 0, 31.36
 0, 1101
 0, 22
 0, 87
 0, 417.5
 0, 185.5
 0, 204
 0, 14
 0, 21
 0, 239
 0, 104
 0, 90
 0, 15
 0, 36
 0, 361.5
 0, 40
 0, 441.54
 0, 1218.14
 0, 574.2
 0, 822
 0, 1571
 0, 44
 0, 553
 0, 5
 0, 1059
 0, 12.35
 0, 289.5
 0, 405
 0, 85.26
 0, 155
 0, 89
 0, 502
 0, 9
 0, 156
 0, 33
 0, 205
 0, 710.5
 0, 821
 0, 269
 0, 320
 0, 199
 0, 1128.5
 0, 505
 0, 40
 0, 5721.85
 0, 80
 0, 400
 0, 40
 0, 60
 0, 117
 0, 586.6
 0, 299.88
 0, 1552
 0, 31
 3074, 2223
 0, 2760
 0, 412
 0, 386.5
 0, 54.88
 0, 51
 0, 168
 0, 10
 0, 581
 0, 62
 0, 110
 0, 78
 0, 785
 0, 80.85
 0, 199
 0, 2110
 0, 94
 0, 344.5
 0, 391
 0, 5440
 0, 1063.5
 0, 507.5
 0, 195
 0, 201
 0, 17
 0, 275
 0, 10
 0, 58.8
 0, 836
 0, 54
 0, 40
 0, 224
 0, 10
 0, 17
 0, 128
 0, 44
 0, 434.5
 0, 504
 0, 265
 0, 1075.06
 0, 44
 0, 264
 0, 3
 0, 763
 0, 14
 0, 20
 0, 40
 0, 1132.5
 0, 876
 0, 61
 0, 86.24
 0, 439.25
 0, 208
 0, 944
 0, 244
 0, 53
 0, 14.7
 0, 95
 0, 57
 2710, 285
 0, 1018
 0, 144
 0, 54
 0, 39
 0, 20
 0, 407
 0, 617
 0, 46.75
 0, 649
 0, 5.5
 0, 565
 0, 755.58
 0, 207
 0, 259
 0, 1006.75
 0, 79.38
 0, 12
 0, 195.02
 0, 1381
 0, 20
 0, 172
 0, 75
 0, 5.5
 0, 909.44
 0, 483
 0, 228
 0, 61
 0, 472.5
 0, 16
 0, 117
 0, 50
 0, 108
 0, 22
 0, 145.75
 0, 141
 0, 762
 0, 392.5
 0, 39
 0, 249
 0, 2.64
 0, 109
 0, 828
 0, 292
 0, 271
 0, 45
 0, 680
 0, 56.84
 0, 176.5
 0, 118
 0, 11
 0, 203
 0, 196
 0, 235.5
 0, 357.5
 0, 144
 0, 325
 0, 410.5
 0, 314
 0, 49.5
 0, 206
 0, 200
 0, 154
 0, 171
 0, 381
 0, 219
 0, 1738.25
 0, 32
 0, 96
 0, 137
 0, 92
 0, 156
 0, 276.5
 0, 4473
 0, 252
 0, 110
 0, 231
 0, 409
 0, 141
 0, 271
 0, 233
 0, 1220
 0, 84
 0, 216.5
 0, 309.5
 0, 2511.5
 0, 368
 0, 18
 0, 1284
 0, 60
 0, 758
 0, 720
 0, 255
 0, 684
 0, 594
 0, 110
 0, 115
 0, 5
 0, 237
 0, 310
 0, 462
 0, 76
 0, 70
 0, 27
 0, 60
 0, 122
 0, 89
 0, 2613.17
 0, 62
 0, 315
 0, 222
 0, 842.5
 0, 44
 0, 640
 0, 586
 0, 730
 0, 152
 0, 1
 0, 239.12
 0, 207
 0, 969
 0, 148
 0, 36
 0, 588
 0, 642.5
 0, 233
 0, 200
 0, 60
 0, 344
 0, 60
 0, 124
 0, 34
 0, 550
 0, 1077
 0, 1527
 0, 182.28
 0, 5
 0, 98
 0, 419.5
 0, 20
 0, 15.5
 0, 177.87
 0, 100
 0, 3975.25
 0, 98
 0, 160
 0, 261.66
 0, 15
 0, 138
 0, 359
 0, 40
 0, 235
 0, 523
 0, 761
 0, 467
 0, 1424
 0, 130
 0, 397
 0, 777
 0, 950
 0, 440
 0, 1085
 0, 472
 0, 3925.63
 0, 5.5
 0, 130
 0, 139
 0, 18
 0, 576.97
 0, 75
 0, 59
 0, 275
 0, 115.15
 0, 320
 0, 835
 0, 267
 0, 232
 0, 294
 0, 54
 0, 735
 0, 393.03
 0, 237
 0, 851.4
 0, 1142.95
 0, 1609
 0, 211.68
 0, 1375.5
 0, 69
 0, 1849.26
 0, 5.5
 0, 408
 0, 95
 0, 135
 0, 431.5
 0, 588
 0, 15
 0, 105
 0, 342
 0, 229
 0, 1548.5
 0, 2516.5
 0, 352
 0, 631.15
 0, 345
 0, 742.84
 0, 35
 0, 1011.25
 0, 9.5
 0, 98
 0, 1039
 0, 3075.25
 0, 340
 0, 616
 0, 1380
 0, 24.5
 0, 523.5
 0, 924
 0, 655
 0, 571
 0, 706.5
 0, 52
 0, 14
 0, 163
 0, 40
 0, 162
 0, 214
 0, 361
 0, 120
 0, 310.66
 0, 490.5
 0, 86
 0, 55
 0, 758
 0, 766
 0, 65
 0, 29
 0, 95
 0, 90
 0, 60
 0, 86.5
 0, 56
 0, 245
 0, 157
 0, 110
 0, 78
 0, 969.22
 0, 370
 0, 154
 0, 1177
 0, 56.5
 0, 136
 0, 104
 0, 125
 0, 404
 0, 236
 0, 410
 0, 1128.5
 0, 3328.05
 0, 94
 0, 285.18
 0, 1238.9
 0, 64
 0, 339
 0, 4014
 0, 941
 0, 694
 0, 1249
 0, 20
 0, 290
 0, 1212.75
 0, 738.5
 0, 398
 0, 1100
 0, 635
 0, 24
 0, 709
 0, 111
 0, 1346.96
 0, 72
 0, 132
 0, 85
 0, 853.76
 0, 20
 0, 274
 0, 164.5
 0, 552
 0, 150
 0, 485
 0, 244
 0, 308
 0, 31
 0, 60
 0, 448
 0, 50
 0, 180
 0, 429
 0, 5
 0, 174.5
 0, 173
 0, 496
 0, 186
 0, 44
 0, 30
 0, 905
 0, 585
 0, 20
 0, 209
 0, 65
 0, 170.52
 0, 839
 0, 20
 0, 150
 2721, 822.44
 0, 40
 0, 85.5
 0, 77
 0, 127.4
 0, 246.5
 0, 30
 0, 18
 0, 67
 0, 10
 0, 919
 0, 28
 0, 59.78
 0, 45
 0, 3575
 0, 90
 0, 24
 0, 310
 0, 520
 0, 388
 0, 60
 0, 55
 0, 52
 2721, 480
 0, 2
 0, 358
 0, 151.5
 0, 55
 0, 224.5
 0, 1782
 0, 380
 0, 196
 0, 60
 0, 76
 0, 27
 0, 198
 0, 212
 0, 223
 0, 49
 0, 888
 0, 40
 0, 21
 0, 285
 0, 187
 0, 1
 0, 62
 0, 135.24
 0, 34
 0, 96.04
 0, 160
 0, 10
 0, 92
 0, 1882.5
 0, 30
 0, 98
 0, 326.5
 0, 1741
 0, 75
 0, 18
 0, 141
 0, 386
 0, 27
 0, 326
 0, 3135
 0, 353
 0, 523.5
 0, 29
 0, 326
 0, 1415
 0, 199
 0, 359
 0, 212
 0, 983
 0, 1301
 0, 1019.2
 0, 40
 0, 159
 0, 20
 0, 293
 0, 39.5
 0, 30
 0, 33
 0, 3232
 0, 262
 0, 323
 0, 26.46
 0, 414
 0, 226
 0, 450
 0, 69
 0, 598
 0, 130
 0, 750.15
 0, 302
 0, 628
 0, 527
 0, 183
 0, 925
 0, 136.5
 0, 141
 0, 125.44
 0, 44
 0, 251.5
 0, 232
 0, 44
 0, 31
 0, 188
 0, 26
 0, 230
 0, 65.5
 0, 916
 0, 208
 0, 149.94
 0, 978.43
 0, 10
 0, 985
 0, 312
 0, 1394
 0, 226
 0, 130
 0, 943.5
 0, 93.74
 0, 558
 0, 50
 0, 10
 0, 61.5
 0, 60
 0, 10
 0, 69
 0, 1029
 0, 58.5
 0, 180
 0, 247
 0, 963
 0, 1450.4
 0, 10
 0, 564.75
 0, 124
 0, 77
 0, 10
 0, 207
 0, 658
 0, 444
 0, 166.6
 0, 479
 0, 319.48
 0, 266
 0, 22
 0, 200
 0, 84
 0, 479.16
 0, 362
 0, 463.5
 0, 455
 0, 365
 0, 251
 0, 86
 0, 532
 0, 430.5
 0, 705.35
 0, 1350.5
 0, 88
 2707, 752
 0, 45
 0, 344
 0, 291
 0, 40
 0, 1272.5
 0, 156.4
 0, 58
 0, 399
 0, 398.86
 0, 66
 0, 106.5
 0, 82
 0, 260
 0, 39.2
 0, 984.9
 0, 576
 0, 214.5
 0, 190
 0, 10
 0, 87
 0, 240.1
 0, 17
 0, 244
 0, 291
 0, 39
 0, 5
 0, 208
 0, 69
 0, 1067.5
 0, 183
 0, 1487.5
 0, 854
 0, 2467.56
 0, 100
 0, 428
 0, 643
 0, 66
 0, 407.5
 0, 1019
 0, 25
 0, 260
 0, 44.5
 0, 2199.04
 0, 43.75
 0, 390.5
 0, 38
 0, 120
 0, 603
 0, 441.84
 0, 19
 0, 503
 0, 239.5
 0, 44
 0, 68
 0, 386
 0, 1055
 0, 99
 0, 219.55
 0, 15
 0, 30
 0, 44
 0, 80
 0, 108
 0, 2.5
 0, 170
 0, 267
 0, 250.5
 0, 5
 0, 992.25
 0, 277.5
 0, 193.06
 0, 155
 0, 50
 0, 50
 0, 235.2
 0, 1210.5
 0, 1481.5
 0, 64
 0, 766
 0, 1556.5
 0, 182
 0, 15
 0, 54
 0, 199
 0, 1380.79
 0, 17
 0, 366
 0, 370
 0, 216.58
 0, 50
 0, 79
 0, 45
 0, 35
 0, 19
 0, 28
 0, 204
 0, 15
 0, 56
 0, 248
 0, 178
 0, 76
 0, 417
 0, 352
 0, 15
 0, 110
 0, 17
 0, 48
 0, 721
 0, 874
 0, 2256
 0, 313
 0, 294
 0, 706
 0, 570.36
 0, 171
 0, 19.6
 0, 132
 0, 45
 0, 83.79
 0, 170
 0, 61
 0, 24
 0, 15
 0, 125
 0, 180
 0, 133
 0, 602
 0, 38
 0, 211
 0, 44
 0, 88
 0, 219
 0, 6
 0, 51
 0, 240
 0, 3511.34
 0, 141
 0, 352.5
 0, 925
 0, 519
 0, 459
 0, 80
 0, 95
 0, 741
 0, 50
 0, 1001.1
 0, 5
 0, 130
 0, 132
 0, 717
 0, 10
 0, 46
 0, 297
 0, 13
 0, 488
 0, 29
 0, 52
 0, 18
 0, 494
 0, 20
 0, 15
 0, 220
 0, 42.5
 0, 152
 0, 157
 0, 341.55
 0, 968
 0, 10
 0, 146
 0, 1683.4
 0, 4
 0, 31.5
 0, 52
 0, 285
 0, 291.06
 0, 218
 0, 393
 0, 5819
 0, 18.5
 0, 196
 0, 88
 0, 180
 0, 187
 0, 365
 0, 49
 0, 1417.08
 0, 100
 0, 295
 0, 991.26
 0, 24
 0, 1086.4
 0, 726
 0, 60
 0, 36
 0, 20
 0, 74
 0, 488.5
 0, 17
 0, 89
 0, 128
 0, 86.5
 0, 1209.5
 0, 1015
 0, 1076.15
 0, 49
 0, 60
 0, 527.24
 0, 263
 0, 36
 0, 366
 0, 1960
 0, 1124
 0, 220
 0, 50
 0, 3412.03
 0, 252
 0, 51
 0, 241
 0, 120
 0, 224
 0, 160
 0, 141.12
 0, 70
 0, 219.5
 0, 224
 0, 519.5
 0, 292.04
 0, 342
 0, 259
 0, 389
 0, 423
 0, 153
 0, 590.5
 0, 706
 0, 580
 0, 222
 0, 130
 0, 140
 0, 30
 0, 33
 0, 88
 0, 42
 0, 109
 0, 3574
 0, 459
 0, 69
 0, 1124
 0, 2433.5
 0, 85
 0, 80
 0, 144.06
 0, 826
 0, 356
 0, 4161.76
 0, 95
 0, 366.5
 0, 166.6
 0, 1430
 0, 30
 0, 949
 0, 400
 0, 145
 0, 966.75
 0, 257
 0, 949
 0, 70
 0, 424
 0, 1033
 0, 134
 0, 18
 0, 16
 0, 66
 0, 360
 0, 983
 0, 263
 0, 296
 0, 439
 0, 147
 0, 101
 0, 1630.5
 0, 263
 0, 236
 0, 243
 0, 112.5
 0, 20
 0, 110
 0, 122.5
 0, 178.36
 0, 550
 0, 219
 0, 1806.15
 0, 58
 0, 109
 0, 1313
 0, 173.5
 0, 265
 0, 566
 0, 1515.5
 0, 664.5
 0, 23
 0, 190
 0, 141
 0, 50
 0, 3309
 0, 317.79
 0, 247
 0, 15
 0, 25
 0, 817.5
 0, 92
 0, 35
 0, 33.5
 0, 55
 0, 28
 0, 165
 0, 50
 0, 102
 0, 1986
 0, 41
 0, 1626.11
 0, 25
 0, 244
 0, 510
 0, 241
 0, 322
 0, 60
 0, 322
 0, 141
 0, 9
 0, 44
 0, 163
 0, 84
 0, 140
 0, 350
 0, 317
 0, 424
 0, 40
 0, 855
 0, 75
 0, 367
 0, 1424.6
 0, 536
 0, 942.5
 0, 44
 0, 10
 0, 1007
 0, 104
 0, 373
 0, 23
 0, 10
 0, 111
 0, 278
 0, 401.5
 0, 80
 0, 111
 0, 332
 0, 269.5
 0, 137
 0, 660
 0, 20
 0, 220.5
 0, 1193.25
 0, 459
 0, 520
 0, 589
 0, 80
 0, 458
 0, 129
 0, 2038.4
 0, 1426.88
 0, 91.5
 0, 360
 0, 38
 0, 134
 0, 479
 0, 2561.75
 0, 158
 0, 847
 0, 640
 0, 428
 0, 1101
 0, 295
 0, 60
 0, 14
 0, 415.5
 0, 405
 0, 365
 0, 632.5
 0, 416.5
 0, 459.5
 0, 115
 0, 32
 0, 1105.5
 0, 144
 0, 101
 0, 34
 0, 105
 0, 15
 0, 703.5
 0, 204.5
 0, 39
 0, 150
 0, 1552.5
 0, 63
 0, 2
 0, 31
 0, 646.5
 0, 450
 0, 25
 0, 33
 0, 200
 0, 817
 0, 562
 0, 622
 0, 50
 0, 100
 0, 37
 0, 30
 0, 30
 0, 120
 0, 2219.5
 0, 104
 0, 132
 0, 960.5
 0, 828
 0, 176
 0, 139
 0, 278
 0, 783
 0, 498
 0, 108.5
 0, 400
 0, 139.5
 0, 476.5
 0, 615
 0, 17
 0, 500
 0, 74
 0, 466
 0, 1295.25
 0, 289
 0, 5
 0, 69
 0, 551.3
 3074, 28.5
 0, 962
 0, 4037.59
 0, 248
 0, 199
 0, 331
 0, 1241.5
 0, 352.8
 0, 1102
 0, 97
 0, 44
 0, 372
 0, 572.71
 0, 2795.25
 0, 96
 0, 23
 0, 1166.5
 0, 601
 0, 17
 0, 572
 0, 31
 0, 322.5
 0, 224
 0, 260
 0, 850.5
 0, 564
 0, 1486.5
 0, 473.5
 0, 624
 0, 1317.5
 0, 574
 0, 253.82
 0, 125
 0, 442
 0, 995
 0, 74
 0, 1490.5
 0, 485
 0, 1420.5
 0, 155
 0, 774
 0, 51
 0, 637
 0, 85
 0, 274
 0, 32
 0, 254
 0, 45
 0, 648
 0, 177
 0, 138
 0, 342
 0, 1185
 0, 435.5
 0, 20
 0, 250
 0, 188
 0, 8
 0, 40
 0, 241
 0, 72
 0, 1799.77
 0, 50
 0, 455
 0, 19
 0, 16
 0, 7
 0, 326
 0, 32
 0, 2392.5
 0, 478
 0, 38
 0, 40
 0, 625
 0, 129
 0, 214.5
 0, 114
 0, 755
 0, 324.5
 0, 18
 0, 290
 0, 961
 0, 302
 0, 207
 0, 323.23
 0, 134
 0, 34
 0, 136.5
 0, 202
 0, 2542.05
 0, 1071.5
 0, 54
 0, 118
 0, 9.5
 0, 185
 3074, 194.75
 0, 370
 0, 58
 0, 5382.11
 0, 1385
 0, 139
 0, 306
 0, 140
 0, 94
 0, 505
 0, 70
 0, 889
 3061, 992.75
 0, 1440.4
 3061, 1045
 0, 2489.5
 3061, 6607.25
 0, 105
 0, 300.5
 0, 173
 0, 70
 0, 62
 0, 230
 0, 720
 0, 243.75
 0, 96
 0, 289
 0, 488
 0, 2028.5
 0, 23
 0, 14
 0, 316.4
 0, 95
 0, 44
 0, 381.22
 0, 2901.01
 0, 5
 0, 1034.25
 0, 170
 0, 675
 0, 306.65
 0, 29
 0, 2073
 0, 305
 0, 132
 0, 1083
 0, 87.5
 0, 610.3
 0, 42.5
 0, 20
 0, 788.5
 0, 280
 0, 65
 0, 40
 0, 19
 0, 102
 0, 258
 0, 482
 0, 880
 0, 793.7
 0, 462.25
 0, 114.75
 0, 1962.5
 0, 15.5
 0, 20
 0, 20
 0, 175
 0, 2191.17
 0, 3
 0, 3049.68
 0, 180
 0, 2227.5
 0, 122.5
 0, 95
 0, 504
 0, 58
 0, 18
 0, 698
 0, 275
 0, 554
 0, 473
 0, 176
 0, 1516.55
 0, 57
 0, 531
 0, 137
 0, 28.5
 0, 153
 0, 374
 0, 38
 0, 422
 0, 194
 0, 69.45
 0, 412
 0, 557
 0, 220
 0, 44
 0, 199
 0, 65
 0, 280.28
 0, 582.5
 0, 30
 0, 90
 0, 142
 0, 686
 0, 1038.06
 0, 150
 0, 110
 0, 24
 0, 78
 0, 22.5
 0, 6
 0, 6
 0, 5
 0, 66
 0, 81
 0, 441
 0, 22
 0, 2212
 0, 300
 0, 1557
 0, 511
 0, 9.5
 0, 252
 0, 75
 0, 330.26
 0, 90.16
 0, 121
 0, 130
 0, 352.8
 0, 807.7
 0, 34
 0, 248
 0, 384
 0, 73
 0, 60
 0, 30
 0, 15
 0, 17
 0, 130
 0, 412
 0, 64
 0, 22
 0, 25.5
 0, 440
